id,actors,title
26480,Arliss Howard James Gammon Carolyn McCormick R. Lee Ermey James Parks Samuel Pack Elliott,You Know My Name
26481,Chinedu Ikedieze Osita Iheme,
26482,Kate Noelle Holmes Adrien Brody Jeremy Philip Northam Robin Gayle Wright Robert Downey Jr. Mel Gibson,The Singing Detective
26483,William Schallert James Warren (actor) Lynne Roberts House Peters Jr. Paul Cavanagh,
26484,Lois Mae Green Nils Asther Richmond Reed Carradine,
26485,Birger Malmsten Mai Zetterling,Musik i mu00F6rker
26486,Jean Yanne Jill Clayburgh Gabriel James Byrne,
26487,Charlotte Walker (actress),Kindling
26488,Joseph Galbraith,Mountain Mary
26489,Larry Miller Anupham Kher Shriya Saran Jesse Eden Metcalfe Sara Foster Parvesh Cheena Tara Sharma,The Other End of the Line
26490,John Prendergast Sam Brownback Donald Frank Cheadle Hillary Clinton Luis Moreno-Ocampo,Darfur Now
26491,,
26492,Lou Costello Frank Buck (animal collector) Samuel Horwitz Clyde Beatty William Alexander Abbott Joe Besser,Africa Screams
26493,Antonio Rudolfo Oaxaca Quinn Debralee Griffin Alfred Reginald Jones,The River's Edge
26494,Shane Graham Ethan Green Hawke Patricia T. Arquette,Boyhood
26495,Mary-Louise Parker Campbell Scott Patrick Cassidy (actor) Dermot Mulroney Bruce Davison,Longtime Companion
26496,Divya Dutta Victor Bannerjee Perizaad Zorabian,
26497,Eugene Alden Hackman Barbara Joan Streisand Dennis William Quaid Rose Diane Ladner,All Night Long
26498,Mark Richard Hamill Harrison Ford Carrie Frances Fisher Alec Guinness de Cuffe Peter Wilton Cushing,Star Wars Episode IV: A New Hope Saturn Award for Best Science Fiction Film
26499,H. B. Warner Aline McMahon William Henry Pratt Marian Marsh Emanuel Goldenberg Ona Wolcott Frances Starr,
26500,Shiro Nomura Sosui Oshima Björk Mayumi Miyata Tomoyuki Ogawa,Drawing Restraint 9
26501,Timothy Francis Robbins Gary Alan Sinise Donald Frank Cheadle,Mission to Mars
26502,"Raymond Liotta Jean E. Smart Cuba Gooding, Jr. Tommy Flanagan Norman Reedus",
26503,"Christian Rudolph Ebsen, Jr. Fess Elisha Parker Jr.","Davy Crockett, King of the Wild Frontier"
26504,Roscoe Arbuckle,Those Happy Days
26505,Karthik Muthuraman Nandita Morarji,
26506,Steve Cochran Chill Wills Robert Keith Richey Jr. Maureen FitzSimons,The Deadly Companions
26507,Charlene Elizabeth Brinkman,
26508,,Cold Blade
26509,Daniel Edward Aykroyd Fran Drescher Howard Hesseman,Doctor Detroit
26510,Samrit Machielsen Hugh Bonneville Antonia Collette Timothy Simon Smith Sophie Okonedo Chiwetel Ejiofor,The Aftermath
26511,Denzel Washington Wesley Trent Snipes,
26512,Felix Bell Faith Brook Anthony Andrews Imogen Stubbs Megan De Wolf Shelia Allen Stephanie Fayerman Gina McKee Kate Elizabeth Cameron Maberly Rosalind Bennett,
26513,Kenneth Victor Campbell Franka Potente Sean Harris Vas Blackwood,Creep
26514,Issur Danielovitch Laurence Kerr Olivier Burton Stephen Lancaster,
26515,Margot Adler Starhawk Matthew Fox (priest),
26516,Daniel Cerny Jim Metzler Nancy Grahn Ron Melendez,Children of the Corn III
26517,Peter Facinelli Charlotte Ayanna Ethan Philan Randall Scott Kellerman Foley,
26518,,
26519,Drew Blyth Barrymore Rosalie Anderson MacDowell Mary Stuart Masterson Madeleine Stowe Mora,Bad Girls
26520,Harold Lloyd,Them Was the Happy Days!
26521,Sandra Annette Bullock Nicole Mary Kidman Goran Viu0161njiu0107,Practical Magic
26522,Erica Leerhsen,Lonely Joe
26523,Ge You Gong Li,
26524,Joe Estevez,
26525,Stephen Chow Ng Man-Tat Cecilia Cheung Karen Joy Morris,
26526,Mallika Sarabhai Muhammad Kutty,
26527,Elisabeth Shue Kyle MacLachlan Dermot Mulroney,The Trigger Effect
26528,Jesse Wayne Johnson Natalie Bassingthwaighte Kristin Sargent Christian Clark Ben Kermode,
26529,Louis Feinberg Harry Moses Horwitz Jean Willes Richard Dye Samuel Horwitz,
26530,Robert Forster Khrystyne Kamil Haje Corey Ian Haim Laraine Newman Ami Bluebell Dolenz,Demolition University
26531,Anna Maria Horsford Jasmine Guy Michael T. Williamson,A Killer Among Us
26532,Adam Curtis Tony Blair Wilhelm Reich Robert Reich Bill Clinton Jerry Rubin Werner Erhard,
26533,Paul Edward Winfield,Gordon's War
26534,Christopher McDonald,Dirty Work
26535,Kamini Kaushal Dharam Pishorimal Anand,
26536,Corrado Pani Claudia Cardinale Jacques Simonet,
26537,Evelyn Louise Keyes William Claude Rains Edward Everett Horton Rita Johnson Henry Montgomery Jr.,
26538,Katja Schuurman Pierre Henri Martin Bokma,Interview
26539,Ethlyne Clair Frank Lackteen Walter Miller (actor),Queen of the Northwoods
26540,Lawrence Grant Ronald Charles Colman Claud Allister Montagu Love,Bulldog Drummond
26541,Shiriohana Hongsopon Chaicharn Nimpulsawasdi Sahaphap Tor Jesdaporn Pholdee Ekachai Buranapanit Giorgio Maiocchi Kokkorn Benjathikoon,The Iron Ladies
26542,Andrew Howard Geraldine O'Rawe David Calder (actor) Andrew Tiernan,Mr In-Between
26543,Roy Dupuis Julie LeBreton Stephen McHattie,The Rocket Maurice Richard
26544,Marissa Jaret Winokur Mark Consuelos,Beautiful Girl
26545,Thomas Christopher Parnell Rachel Dratch Kevin Kash David Krumholtz Constance Womack,Looking for Kitty
26546,James Francis Cagney Jr. Rosemary Lane Humphrey DeForest Bogart Joseph Liebchen,
26547,Jatin Khanna Prem Chopra Hema Malini,
26548,Terence Stamp Sidney Edmond Jocelyn Ackland Christopher Lambert,The Sicilian
26549,Joanna Jane Salmon Peter Seamus Ou2019Toole Donald Henry Pleasence Thomas Daniel Courtenay Michel Demitri Chalhoub,The Night of the Generals
26550,Laila Dharmavarapu Subramanyam Sivaji Krishna Bhagavan,Mr & Mrs Sailajakrishnamurthy
26551,Aditya Srivastava Zakir Hussain(actor) Kay Kay Menon Pavan Malhotra Kishore Kadam Dibyendu Bhattacharya,Black Friday
26552,Roddy McDowell,It!
26553,Ingrid Bergman Johnny Doran Sally Prager,From the Mixed-Up Files of Mrs. Basil E. Frankweiler
26554,Carrie Frances Fisher Ashlee Simpson Steven Strait,Undiscovered
26555,Marion Robert Morrison Zvi Mosheh (Hirsh) Skikne Richard Widmark,The Alamo
26556,Gregory Hlady,Gadkie lebedi
26557,Lionel Herbert Blythe,A Misunderstood Boy
26558,Deepika Padukone Rajpal Yadav Paresh Rawal Kunal Khemu Shreyas Talpade,
26559,Asami Doi,
26560,Mark Day (actor) Hugo St-Cyr Patrick Labbe Gary Levert Karine Vanasse Fanny La Croix Denis Bernard,
26561,,"Wood & Stock: Sexo, Oru00E9gano e Rock'n'Roll"
26562,Nicholas King Nolte,Blue Chips
26563,C Troop 1/33 Cav. 101st Airborne Divn. U.S. Army,
26564,Jatin Khanna,
26565,"Thomas Cruise Mapother IV Charles Robert Redford, Jr. Mary Louise Streep",Lions for Lambs
26566,"Hilary Duff John Joseph Corbett, Jr. Rita Wilson David Lemuel Keith Lauren Courtney Mayhew Katherine Dennings Oliver James (entertainer)",Raise Your Voice
26567,Brendan Corbalis Guillermo Díaz Frederick Weller Bruce MacVittie Duane Boutte,Stonewall
26568,Sydney Ayres Louise Lester Charlotte Burton,
26569,Rosamund Pike The Rock (entertainer) Karl-Heinz Urban ?Dave Yao Chin,Doom
26570,River Jude Bottom Richard St.  John Harris Dermot Mulroney Alan Arthur Bates,Silent Tongue
26571,Anna Kay Faris Amy L. Smart Frederick Christopher Klein Ryan R. Reynolds Christopher George Rodru00EDguez,Just Friends
26572,Lutha Adler John Arthur Kennedy William Bendix,
26573,Arjun Rampal Priyanka Chopra,
26574,Gastone Moschin Milena Vukotic Philippe Noiret Duilio Del Prete Bernard Blier Silvia Dionisio Adolfo Celi Ugo Tognazzi,Amici miei
26575,Michelle Burgers Timothy Francis Robbins Bonnie Henna Derek Luke,Catch a Fire
26576,Terence Stamp Peter Alexander Ustinov Robert Bushnell Ryan,Billy Budd
26577,"Michele Fiore-Kaime
Erin Gray
Gary Graham
Anthony Gourdine
Janien Valentine
Natelie Summerlin
Jake Bass
Sheena Johnson
Ben Rotundo
D.G. Trippett",
26578,Revathi Menon Rangaraj Sarath Babu Murali (actor),Pagal Nilavu
26579,"Tau00EDs Arau00FAjo 
 Victor Wagner 
 Drica Moraes",Xica da Silva
26580,Catherine Fabienne Dorlu00E9ac Jean-Pierre Bacri Emmanuelle Seigner,
26581,Madhuri Shankar Dixit,Yaaraana
26582,Frederick Reginald Ironside Patrick McGoohan Jennifer O'Neill Stephen Lack,
26583,Henry DeWitt Carey II,The Night Riders
26584,Angelica Vale Hartman Bruno Bichir Carlos Espejel,Una pelu00EDcula de huevos
26585,"Debra Sweaney
Brian Oldfield
Sean P. Donahue
Mike Donahue
Jerry Johnson",They Call Me Macho Woman!
26586,Richard St.  John Harris Philip Anthony Hopkins David Hemmings Ian Holm Cuthbert Shirley Enola Knight Clifton James Michel Demitri Chalhoub,
26587,,Pinocchio in Outer Space
26588,TBA,
26589,Eloise Eonnet Sinéad Cusack Demetria Gene Guynes Julianne Nicholson Chaya Cuénot William Edward Fichtner Hadrian Dagannaud-Brouard,
26590,Jason Lewis Kashmira Shah,My Bollywood Bride
26591,Lena Headey Sting Theresa Paup Alan Arthur Bates,The Grotesque
26592,Mikhail Kononov Oleg Valerianovich Basilashvili Nonna Mordyukova Lyudmila Gurchenko Nikita Mikhalkov,Vokzal dlya dvoikh
26593,George J. Lewis Hal Taliaferro Victor Daniels Howard Harold Ravenscroft LeRoy Mason Robert Kent Kenne Duncan Peggy Stewart,Serial (film) The Phantom Rider Republic Pictures
26594,"Tyrone Edmund Power, Jr. Alice Jeane Leppert Al Jolson",Rose of Washington Square
26595,Suhasini Rajaram Naidu Sonia Agarwal Prabhu Kastoorirajan,
26596,John H. Lebzelter William L. Petersen Robert William Hoskins,
26597,Richard Tiffany Gere Sachiko Murase,Rhapsody in August
26598,Henry DeWitt Carey II,West Is West
26599,Daniel Edward Aykroyd Jane Therese Curtin Michelle Burke,Coneheads
26600,Victoria Hill Sam Worthington Lachy Hulme,Macbeth
26601,Sara Lane Patricia Breslin John Archer Lucille Fay LeSueur Sharyl Locke Joyce Meadows Andi Garrett Leif Erickson John Ireland,I Saw What You Did
26602,Edmond O'Brien Donald Henry Pleasence William Millar Jo Raquel Tejada,
26603,"William Shatner Robert Mario De Niro, Jr. Rene Marie Russo Eddie Murphy",Showtime
26604,Mae Busch Walter Long (actor) Arthur Stanley Jefferson Oliver Hardy,Going Bye Bye
26605,Daniel Liotti Eloy Azorín Pilar López de Ayala Giuliano Gemma Rosana Pastor,Juana la Loca
26606,Charles M. Walsh Sela Ann Ward Penn Badgley,
26607,"Louis Cameron Gossett, Jr. Jason Gedrick",
26608,Philip Andre Rourke Jr. Thomas Elliott Paulina Porizkova Aaron Edward Eckhart,Thursday
26609,Cesar Manhilot,
26610,"Ciarán Hinds Jennifer L. Morrow John Michael Turturro Nicole Mary Kidman Thomas Jack Black, Jr.",Margot at the Wedding
26611,Keith Ian Carradine Joe Morton Geneviève Bujold Kristoffer Kristofferson Lori Singer,Trouble in Mind
26612,Samuel Horwitz Dee Green Harry Moses Horwitz Ralph Dunn Larry Fine (actor) Philip Van Zandt Vernon Bruce Dent,
26613,Metallica,Some Kind of Monster
26614,Tommy Lee Jones Laurence Kerr Olivier Robert Selden Duvall,
26615,,Horns and Halos
26616,Gulshan Grover Meenakshi Seshadri Amrish Lal Puri Sanjay Dutt,
26617,Richard Herd Esteban Ernesto Echevarria Min Luong Ed Lauter Le Tuan Christian Michael Leonard Hawkins Art Chudabala,Gleaming the Cube
26618,Michael McManus (actor) Arsinée Khanjian,
26619,Alan Alda Kathryn Morris Joshua Daniel Hartnett Teri Lynn Hatcher Samuel Leroy Jackson,Resurrecting the Champ
26620,Jacob Allen Abel Ryan Malgarini Jordan Hinson Whitney Sloan,Go Figure
26621,Jerry Ascione Ryan Paul James Christine Eads,The Profit
26622,John Wesley Shipp Clarissa Burt Alexandra Johnes Jonathan Gregory Brandis Kenny Morrison Thomas Hill (actor),The NeverEnding Story II: The Next Chapter
26623,Timothy David Olyphant Mark Sinclair Vincent Geno Silva Candice Michelle Larenz Tate,A Man Apart
26624,Theresa Peters Steve Abel Nicholas Butler (NZ) Mardi Potter,
26625,Manny Perez Ali Germaine Landry Josu00E9 Eduardo Veru00E1stegui Cu00F3rdoba Tammy Blanchard,Bella
26626,Pasqualina DeVoe,She Married for Love
26627,Lewis Frederick Ayre III Thomas Mitchell (actor) Olivia Mary de Havilland,
26628,Robert Dean Stockwell Errol Leslie Thomson Flynn Sabino Tomas Gomez Robert Douglas (actor) Reginald Owen Cecil Kellaway Pu00E1l Luku00E1cs,Kim
26629,Barbara Babcock G.D. Spradlin David Lemuel Keith Robert Prosky Michael Connell Biehn,
26630,Rene Auberjonois (actor) Sally Claire Kellerman Robert Selden Duvall Donald McNichol Sutherland Thomas Roy Skerritt Roger Bowen Gary Burghoff Fred Williamson Elliot Gould,MASH Palme d'Or
26631,Margarita Carmen Cansino Frank James Cooper,
26632,Leslie William Nielsen Jesse Donald Knotts,
26633,Jerry De Louise Anthony Burton Michael Pataki Sylvester Gardenzio Stallone Gitte Nielsen Talia Rose Coppola Hans Lundgren Carl Weathers,Rocky IV
26634,Jacinto Molina Fabiola Falcón Maritza Olivares,El Retorno de Walpurgis
26635,"Patrick Hewes Stewart''People of Today'':  Debrett, London, 2007 Hugh Michael Jackman Shawn Robert Ashmore Alan Cumming Anna Helene Paquin James Paul Marsden Ian McKellen Brian Cox Famke Beumer Janssen Halle Maria Berry",X2 X-Men Movies
26636,Harvey Keitel,
26637,Gamini Fonseka Joe Abeywickrema,Getawarayo
26638,dc Talk,
26639,Jonathan Bennett Donald Adeosun Faison Vincent Pastore Kalpen Suresh Modi Chuck Liddell,
26640,Oliver Tobias Freitag Richard St.  John Harris Tom Jackson (actor) Bryan Brown Daniel Clark,
26641,Virginia Clara Jones Reginald Carey Harrison George Sanders Zvi Mosheh (Hirsh) Skikne,King Richard and the Crusaders
26642,Meagan Monique Good The Game (rapper) Larenz Tate Tyrese Gibson,Waist Deep
26643,Mary Page Keller Cary-Hiroyuki Tagawa Jake Toranzo Szymanski Brandon Baker Yuji Don Okumoto Lil' J Robyn Elaine Lively,
26644,Stéphanie Michelini Yasmine Belmadi Edouard Nikitine,
26645,Taylor Daniel Lautner Taylor Marie Dooley George Lopez Cayden Michael Boyd,The Adventures of Sharkboy and Lavagirl
26646,Daryl Christine Hannah Gill Bellows Cambell Scott,
26647,Herman Walston Thomas Louis Villard Dee Wallace-Stone Tony Roberts Jill Schoelen,Popcorn
26648,Mohammad Taghi Hashemi Faramarz Hashemzadeh,
26649,Chandeep Uppal Kabir Bedi Anna Brewster,Anita and Me
26650,Irene Marie Dunn Estelle Taylor Ernst Carlton Brimmer Roscoe Ates,Academy Award for Best Picture
26651,Kamal Haasan,
26652,Jason Matthew Biggs Erica Leerhsen Daniel Michael DeVito Jr. Christina Ricci Allen Stewart Ku00F6nigsberg,Anything Else
26653,Lorenzo Terzon Ivana Novak Christian Maillet Erika Blanc Colette Emmanuelle Jean Servais Jacques Monseau Daniel Emilfork Shirley Corrigan Lucien Raimbourg,
26654,Gregory Neale Harrison John Philbin Nia Peeples Gerry Lopez,North Shore
26655,Govinda (actor) Juhi Chawla Anil Kapoor,
26656,G.W. Bailey Steven Fisher Steven Robert Guttenberg Alexandra Elizabeth Sheedy Brian MacNamara Tim Blaney Austin Pendleton,Short Circuit
26657,Mie Hama Jean Seberg Catherine Fabienne Dorlu00E9ac Charles Denner,
26658,Hugh Masekela Jürgen Schadeberg Dorothy Masuka Abdullah Ibrahim Dolly Rathebe Jonas Gwangwa Nelson Mandela,
26659,Clifton Collins Jr. Samuel Leroy Jackson Kelly Rowan John Heard,One Eight Seven
26660,Shahrukh Khan Rajeshwari Sonali Bendre,
26661,Selma Blair Beitner Matthew Ryan Phillippe Sarah Michelle Gellar Jodie saint clair Sean Patrick Thomas,
26662,Natalie Ramsey John Franklin (actor) Nancy Allen Paul Popowich,Children of the Corn 666: Isaac's Return
26663,James Eugene Carrey Benjamin Edward Stiller,
26664,Michael Treanor Charles Napier Yee Keung Victor Wong,3 Ninjas Knuckle Up
26665,Roscoe Arbuckle Mabel Normand,Mabel's New Hero
26666,William Edgar Buchanan Kay Medford Jerry Van Dyke Andy Samuel Griffith Gary Collins Henry Jones (actor) Lee Ann Meriwether,Angel in my Pocket
26667,"Mary Ure Richard Walter Jenkins Jr. Clinton Eastwood, Jr.",Where Eagles Dare
26668,Ken Carter Stuntman,The Devil At Your Heels
26669,Zachary Browne Ferrah Leni Fawcett Jonathan Taylor Weiss George Robert Wendt Cornelius Crane Chase,
26670,Kelly Sheridan,Barbie: Fairytopia
26671,Rosalind Russell Lucille Fay LeSueur Edith Norma Shearer,The Women
26672,Viggo Peter Mortensen Jr. Saïd Taghmaoui Harsh Nayyar Zuleikha Robinson Louise Maria Perkins Michel Demitri Chalhoub,Hidalgo
26673,Charles Chaplin Joe Bordeaux Lee Morris (actor) Alice Davenport Phyllis Allen Mack Sennett Norma Nichols Harry McCoy Charles Bennett (actor),The Property Man
26674,Armando Bo Libertad Lamarque Pierre Bruno Hugo Fontana,La Cabalgata del circo
26675,Jill Harris Louis Burdi Frank Silvano Saul Meth Chesty Morgan,
26676,Kathleen Howard Louise Byrdie Dantzler,
26677,Tom Murphy (actor) Pat Shortt Allen Leech (actor) Fionnula Flanagan Sean McGinley,
26678,Ivan Mozzhukhin Nathalie Lissenko,
26679,Jim Piper Rick Dean Ron Gardner Jimmy Williams Terence Goodman Bari Suber Jared McVay Richard Helm Gary Phillips Steven Tash Marie-Alise Recasner Jeanine Marie Michael George Stroka,Island of Blood
26680,Sibylle Canonica Howie Seago Emmanuelle Laborit Birge Schade Alexandra Bolz Matthias Habich Sylvie Testud,
26681,Louise Lester Charlotte Burton,
26682,Michelle Bauer Linnea Barbara Quigley Charlene Elizabeth Brinkman,
26683,Edward Norton Isaac Liev Schreiber Naomi Ellen Watts,The Painted Veil
26684,Harold Lloyd,Lonesome Luke's Wild Women
26685,Madeleine Cornman Jennifer Lynn Connelly Byron Thames,Seven Minutes in Heaven
26686,William Theodore Katt Frances Bay Karyn Dwyer Krista Errickson Marc Marut Alexandra Paul,
26687,Zdzislaw Karczewski Waclaw Kowalski Wladyslaw Hancza,
26688,Kane Warren Hodder,Jason Goes to Hell: The Final Friday
26689,Gail Kim James Yun Lalaine Noriyuki Morita Eric Anthony Roberts,
26690,,Undermind
26691,Jean-Claude Fourneau Roger Honorat Florence Delay Marc Jacquier,The Trial of Joan of Arc Jury Prize (Cannes Film Festival)
26692,Krishna Bhanji,
26693,Fredrick Martin MacMurray Lucille Fay LeSueur Hans Walter Konrad Veidt Philip St. John Basil Rathbone,
26694,"Ned Thomas Beatty Bo Hopkins Burton Leon Reynolds, Jr.",White Lightning
26695,Andy Garcia Linda Edna Cardellini Vincent Paul Kartheiser,
26696,George Cole Betty Ann Davies Hermione Youlanda Ruby Clinton-Baddeley Alastair Sim Joyce Irene Phipps,The Belles of St Trinian's The Belles of St. Trinian's
26697,Daniel Letterle Joanna Chilcoat Robin de Jesus Don Dixon (musician),Camp
26698,J. Raoul Brody Marge Howard The Residents N. Senada Sally Lewis,
26699,,
26700,Sandra Dale Dennis Elizabeth Rosemond Taylor George Segal Richard Walter Jenkins Jr.,BAFTA Award for Best Film Who's Afraid of Virginia Woolf?
26701,Michael Moore,Sicko
26702,,One Wild Oat
26703,Darren Healy Niall O'Shea,Chicken
26704,Eleanor Nancy Gow Sarah Jessica Parker Benjamin Edward Stiller Eric Schaeffer,
26705,Geneviève Grad Christian Marin Jean Lefebvre Michel Galabru Louis de Funès,
26706,,I Shot Andy Warhol
26707,Jonathan Vincent Voight Lady Jayne Seymour Fonda Bruce MacLeish Dern,
26708,Ranjith Manivannan Murali Rambha (actress) Nazar Vijayakumar,
26709,Kuei-mei Yang Chien-lien Wu Yu-wen Wang Sylvia Chang Sihung Lung,Eat Drink Man Woman
26710,Jean Merilyn Simmons John Arthur Kennedy Burton Stephen Lancaster,
26711,Jack Good (producer) Peter Glawson Greg Hill Vincent Child David Johnson,Genesis Children
26712,Gabriela Anders Max Beesley Bryan Ferry Dannii Minogue Annamária Cseh,
26713,Miranda Caharija Demeter Bitenc,Outsider
26714,André Dussollier,César Award for Best Film Trois hommes et un couffin Three Men and a Cradle
26715,Joan Henrietta Collins Leslie Townes Hope Mary Leta Dorothy Slaton Harry Lillis Crosby Robert Adolph Wilton Morley,
26716,Ferdy Mayne Mathieu Carrière Pauline Challoner Lionel Stander John Fordyce,Gates to Paradise
26717,Lily Claudette Chauchoin William Lundigan William Henry Pratt Muriel Teresa Wright,The White Carnation
26718,Henry DeWitt Carey II,Satan Town
26719,Nadia Litz Joshua Close,
26720,Takeshi Kusao Hiromi Tsuru Keiko Yamamoto Masaharu Satou Joji Yanami Ryuusei Nakao Hikaru Midorikawa Tessho Genda Ryo Horikawa Daisuke Ghori Y?ko Minaguchi Bin Shimada Naoko Watanabe Masako Nozawa,
26721,Saloni Aswani Charmme Kaur Sadha Siddharth Suryanarayan Akkineni Nageswara Rao,Chukkallo Chandrudu
26722,Donald Calthrop Teddy Brown,
26723,Philippe Leroy Michel Constantin Jean Keraudy,Le Trou
26724,Walter John Matthow George Rose Elaine Berlin James Coco Jack Weston,A New Leaf
26725,Helmut Berger Ingrid Thulin Derek Jules Gaspard Ulric Niven van den Bogarde Helmut Griem,
26726,Elijah Jordan Wood Edward Burns,Ash Wednesday
26727,Kamal Haasan,
26728,Carly Pope Jonathan Stevens Jackson Robin Dunne Margaret Jobeth Williams,
26729,"Roy Harold Scherer, Jr. Paula Ragusa Maria Perschy",Man's Favorite Sport?
26730,Marie-Josee Croze,Genie Award for Best Motion Picture Maelstru00F6m
26731,Marion Robert Morrison Ray Corrigan Frances Lillian Mary Ridste,Three Texas Steers
26732,Anette Støvelbæk Ann Eleonora Jørgensen Anders W. Berthelsen,
26733,Johnny Arthur,Cleaning Up
26734,Candi Milo Dionne Quan Elizabeth Guttman Walter Bruce Willis Timothy James Curry Kath Soucie Cheryl Chase,Rugrats Go Wild!
26735,"Chieko Akaza 
 Etsuko Akaza 
 Tami Akaza 
 Fukumi Kuroda 
 Rikiya Yasuoka",Nippon Sengoshi - Madamu onboro no Seikatsu
26736,Marc Paquet Marianne Farley,White Skin
26737,Al Vainola Roy Strider Tony Blackplait Anti Pathique Sid Vicious Hedwig Allika Anneli Kadakas Pexte Paxter Ed Edinburgh,
26738,Mark Margolis Ajay Naidu Sean Gullette Ben Shenkman,Pi
26739,"Kevin McCarthy (actor) Joe Don Baker Grant Shaud Chi McBride Sonny Jim Gaines Eddie Murphy Lane Smith Vicki Lynn Rowell Victor Rivers Charles Stanley Dutton Noble Henry Willingham, Jr. Sheryl Lee Ralph",
26740,Simon Abkarian Joan Allen,Yes
26741,Martin Alan Feldman Peter Lawrence Boyle,
26742,Ryo Ikebe Solomon Hersh Frees William Eidleson Ken Uehara Kumi Mizuno Yumi Shirakawa Virginia Craig Takashi Shimura Akira Kubo,
26743,Haviland Morris Lenny von Dohlen Alexander David Linz Scarlett Johansson Olek Krupa Rya Kihlstedt David Thornton (actor),Home Alone 3
26744,River Jude Bottom Jason Presson Ethan Green Hawke,Explorers
26745,Sylvester Gardenzio Stallone Madeleine Stowe Mora,Avenging Angelo
26746,Tito Lusiardo Carlos Morganti,
26747,Aleksandra Vujcic Julian Arahanga Rade Serbedzija,Broken English
26748,Julia Elizabeth Wells,
26749,,
26750,Georgia Groome,
26751,Kari Coleman Liz Stauber Peter Horton,
26752,"Stephen Glenn Martin Philip Edward Hartmann Martin Hayter Short Alfonso Arau Joseph Anthony Mantegna, Jr. Cornelius Crane Chase Tony Plana Jonathan Lovitz",
26753,Tygh Runyan,Various Positions
26754,Radhika Janakaraj Rajnikant Raghuvaran,
26755,David Knell Richard B. Shull Corrine Wahl Paul Land Jayne Modean Perry Lang Steve Bassett,
26756,Sonu Nigam Aftab Shivdasani Suniel Shetty Sunny Deol Atul Agnihotri Rajiv Hari Om Bhatia,
26757,Fran Solomita Lenny Clarke Steven Wright Bobcat Goldthwait Colin Quinn Janeane Garofalo Denis Leary Paula Poundstone,
26758,Gwen Lee Tom Dugan Red Grange Ralph Bushman Dorothy Gulliver,Serial (film) Mascot Pictures
26759,Bernadette Lafont Laurent Terzieff Stanislas Robiolles,
26760,Todd Armstrong Nancy Kovack,Jason and the Argonauts
26761,Marc van Uchelen Monique van de Ven Dick Hein de Lint,De Aanslag
26762,Marina Sirtis Ben Cross Chris Bruno,
26763,Nikolai Cherkasov Lyudmila Tselikovskaya Serafima Birman Mikhail Nazvanov,
26764,Suman (actor) Manivannan Shriya Saran Sivaji Rao Gaekwad Solomon Pappayya VIVEKANANDHAN DEVAR Nayantara Raghuvaran,
26765,Laurence John Fishburne III Frank A. Langella Jr. Ellen Rona Barkin,Bad Company
26766,Philip St. John Basil Rathbone Bu00E9la Ferenc Dezsu0151 Blasku00F3 William Henry Pratt Lionel Atwill,
26767,"Tim Roth
Edward Furlong
Maximilian Schell",
26768,Louise Dresser Rudolph Schildkraut Milton Holmes Linda Landi,A Ship Comes In
26769,Robert Shaw (actor) Henry Jaynes Fonda Robert Bushnell Ryan,
26770,Adi Kurdi Christine Hakim Adadiri Tanpalang Alexandra Gottardo Butet Kartaredjasa Djenar Maesa Ayu Lani Regina Nungki Kusumastuti,
26771,Shilpa Shetty Govinda (actor) Sonali Bendre,
26772,,
26773,Joshua Daniel Hartnett Erica Leerhsen Radha Mitchell,
26774,Wang Ning Zhang Yang (director) Xu Jinglei Geng Le,Spring Subway
26775,Om Puri Chandrachur Singh Tabassum Hashmi,Maachis
26776,Ali Allu Arjun Hansika Pradeep Motwani Pradeep Rawat,Desamuduru
26777,Mary William Ethelbert Appleton Burke John Sidney Blyth David Manners Katharine Hepburn,
26778,"Robert Loggia Mary Debra Winger David Lemuel Keith Louis Cameron Gossett, Jr. Richard Tiffany Gere",An Officer and a Gentleman
26779,Nicolas Vaporidis Andrea De Rosa Giorgio Faletti Chiara Mastalli Valeria Fabrizi Elena Bouryka Eros Galbati Cristiana Capotondi Sarah Maestri,
26780,Sharon Marie Tate David Hemmings Deborah Jane Kerr-Trimmer James David Graham Niven Donald Pleasance,
26781,Nancy Travis Andru00E9s Arturo Garcu00EDa y Menu00E9ndez Elijah Jordan Wood Lauren Ophelia Metcalf Richard Tiffany Gere William Baldwin,
26782,Elijah Jordan Wood Rachel Leigh Cook,The Bumblebee Flies Anyway
26783,Dana Elaine Owens Giancarlo Giuseppe Alessandro Esposito LL Cool J Timothy Tarquin Hutton,Last Holiday
26784,Alan Wolf Arkin Curtis Armstrong Steven Robert Guttenberg Julie Hagerty Robert Romanus,Bad Medicine
26785,Caroline de Bruijn Reinout Bussemaker Clemens Levert,
26786,Thomas Kretschmann Matthew David McConaughey William Paxton Jon Bon Jovi Harvey Keitel,U-571
26787,Michael Horse Jason Nelson Robards Jr. Klinton Spilsbury John Bennett Perry Matt Clark Christopher Allen Lloyd Juanin Clay,The Legend of the Lone Ranger
26788,Raageshwari Saif Ali Khan Shilpa Shetty Johnny Lever Rajiv Hari Om Bhatia,
26789,Svetlana Toma,
26790,Dante (Harry August Jansen) Don Costello Richard Lane Lou Lubin Arthur Stanley Jefferson Oliver Hardy Sheila Ryan Edward Gargan Elisha Cook Jr. James Bush Robert Emmett Keane George Lynn Addison Richards John Shelton,A-Haunting We Will Go
26791,Edilio Kim Xiro Papas Macha Magall Gino Turini Salvatore Baccaro,
